epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,38.4304,0.57402,0.73648,0.9704,0.79678,0.79167,0.88101,0.63543,1.35562,1.29256,1.40621,3.15271e-05,3.15271e-05,3.15271e-05
183,38.6331,0.58995,0.72943,0.98263,0.79678,0.79167,0.88101,0.63543,1.35562,1.29256,1.40621,3.00273e-05,3.00273e-05,3.00273e-05
184,38.834,0.54458,0.80256,0.94268,0.79942,0.79124,0.88129,0.63592,1.34638,1.27721,1.395,2.85274e-05,2.85274e-05,2.85274e-05
185,39.0306,0.5068,0.74381,0.94719,0.79942,0.79124,0.88129,0.63592,1.34638,1.27721,1.395,2.70276e-05,2.70276e-05,2.70276e-05
186,39.2216,0.63488,0.79618,0.97504,0.79599,0.79212,0.88039,0.63516,1.34158,1.27227,1.39202,2.55277e-05,2.55277e-05,2.55277e-05
187,39.4116,0.58016,0.75664,0.92421,0.79599,0.79212,0.88039,0.63516,1.34158,1.27227,1.39202,2.40279e-05,2.40279e-05,2.40279e-05
188,39.602,0.5443,0.95492,1.02097,0.79343,0.79169,0.88039,0.64339,1.33794,1.28221,1.39444,2.2528e-05,2.2528e-05,2.2528e-05
189,39.7885,0.5809,0.80249,0.96527,0.79343,0.79169,0.88039,0.64339,1.33794,1.28221,1.39444,2.10282e-05,2.10282e-05,2.10282e-05
190,39.9867,0.5552,0.76745,0.98329,0.79618,0.79149,0.88068,0.63966,1.34071,1.28381,1.39583,1.95284e-05,1.95284e-05,1.95284e-05
191,42.1035,0.52786,0.84581,0.98182,0.79618,0.79149,0.88068,0.63966,1.34071,1.28381,1.39583,1.80285e-05,1.80285e-05,1.80285e-05
192,42.3981,0.53217,0.80201,0.9655,0.80742,0.78902,0.88433,0.64771,1.33634,1.27396,1.38556,1.65287e-05,1.65287e-05,1.65287e-05
193,42.6201,0.53948,0.84903,0.93704,0.80742,0.78902,0.88433,0.64771,1.33634,1.27396,1.38556,1.50288e-05,1.50288e-05,1.50288e-05
194,42.8418,0.5663,0.85669,1.00786,0.83663,0.78696,0.88194,0.64239,1.3239,1.26255,1.37365,1.3529e-05,1.3529e-05,1.3529e-05
195,43.0397,0.51155,0.85088,0.95507,0.83663,0.78696,0.88194,0.64239,1.3239,1.26255,1.37365,1.20291e-05,1.20291e-05,1.20291e-05
196,43.2448,0.52169,0.85243,0.97623,0.83901,0.78669,0.8832,0.64207,1.31694,1.24664,1.37191,1.05293e-05,1.05293e-05,1.05293e-05
197,43.5462,0.52157,0.85073,0.95266,0.83901,0.78669,0.8832,0.64207,1.31694,1.24664,1.37191,9.0294e-06,9.0294e-06,9.0294e-06
198,43.7383,0.54777,0.95134,0.93315,0.84877,0.78515,0.88073,0.6426,1.31086,1.24377,1.36121,7.52955e-06,7.52955e-06,7.52955e-06
199,43.9271,0.53009,0.82407,0.93724,0.84877,0.78515,0.88073,0.6426,1.31086,1.24377,1.36121,6.0297e-06,6.0297e-06,6.0297e-06
200,44.1249,0.51267,0.86567,0.91581,0.85716,0.77931,0.88108,0.64156,1.29337,1.23212,1.34268,4.52985e-06,4.52985e-06,4.52985e-06
