epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,2828.23,0.5534,0.40488,1.05828,0.87343,0.85186,0.9101,0.68957,0.95185,0.64995,1.52549,0.000991,0.000991,0.000991
184,2843.71,0.55491,0.40532,1.06029,0.87606,0.85592,0.91034,0.69024,0.95066,0.65009,1.52554,0.0009415,0.0009415,0.0009415
185,2859.16,0.5458,0.39909,1.05489,0.87706,0.85515,0.90723,0.68731,0.95208,0.64967,1.53035,0.000892,0.000892,0.000892
186,2874.61,0.55491,0.39844,1.05727,0.88082,0.85168,0.9067,0.68714,0.95275,0.65018,1.53249,0.0008425,0.0008425,0.0008425
187,2890.05,0.54615,0.39899,1.05707,0.88401,0.8501,0.90693,0.68785,0.95156,0.64935,1.53345,0.000793,0.000793,0.000793
188,2905.48,0.54544,0.39754,1.05912,0.88368,0.85008,0.90758,0.68936,0.95216,0.648,1.53688,0.0007435,0.0007435,0.0007435
189,2920.92,0.54515,0.39838,1.05442,0.88259,0.85105,0.9085,0.68835,0.95344,0.64866,1.54074,0.000694,0.000694,0.000694
190,2936.35,0.54102,0.39497,1.05643,0.87621,0.85219,0.90841,0.689,0.95275,0.65027,1.54161,0.0006445,0.0006445,0.0006445
191,2952.23,0.43216,0.29184,1.00653,0.87204,0.85252,0.90894,0.68785,0.95389,0.64902,1.54404,0.000595,0.000595,0.000595
192,2967.72,0.41989,0.28189,0.99834,0.87272,0.85474,0.91189,0.68745,0.95541,0.64742,1.54556,0.0005455,0.0005455,0.0005455
193,2983.16,0.4137,0.27545,0.99758,0.87513,0.84809,0.91176,0.68763,0.95487,0.64719,1.54601,0.000496,0.000496,0.000496
194,2998.63,0.4046,0.26346,0.98443,0.8712,0.84748,0.91119,0.68919,0.95522,0.64765,1.54752,0.0004465,0.0004465,0.0004465
195,3014.06,0.40859,0.26968,0.98796,0.87808,0.84868,0.91501,0.68918,0.95464,0.64601,1.54785,0.000397,0.000397,0.000397
196,3029.52,0.39889,0.26312,0.98252,0.87232,0.85318,0.91515,0.6876,0.95534,0.64571,1.54963,0.0003475,0.0003475,0.0003475
197,3044.99,0.39741,0.26243,0.9818,0.87349,0.85434,0.91572,0.68734,0.95519,0.64674,1.5507,0.000298,0.000298,0.000298
198,3060.44,0.39927,0.2615,0.97767,0.87493,0.85537,0.91656,0.69024,0.95467,0.64947,1.55135,0.0002485,0.0002485,0.0002485
199,3075.85,0.38968,0.25838,0.97869,0.87629,0.85487,0.9166,0.69024,0.95552,0.65107,1.55368,0.000199,0.000199,0.000199
200,3091.29,0.39072,0.25726,0.97466,0.88043,0.85291,0.91715,0.69018,0.95492,0.64982,1.55419,0.0001495,0.0001495,0.0001495
